Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Category,Sales,Quantity,Discount,Profit,Functions,IF
1970,CA-2014-117485,9/24/2014,9/30/2014,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Tulsa,Oklahoma,Central,Technology,291.96,4,0,102.186,,
7640,CA-2014-104885,03-03-2014,03-09-2014,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Newark,Delaware,East,Furniture,441.96,2,0,101.6508,,
2685,CA-2014-137085,6/30/2014,07-07-2014,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Los Angeles,California,West,Office Supplies,312.552,9,0.2,101.5794,,
6242,CA-2014-141572,5/29/2014,06-01-2014,Second Class,LO-17170,Lori Olson,Corporate,United States,Concord,New Hampshire,East,Furniture,247.44,8,0,101.4504,,
6355,US-2012-109015,09-06-2012,09-12-2012,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,New York City,New York,East,Technology,337.98,2,0,101.394,,
3769,CA-2011-153913,12/16/2011,12/20/2011,Second Class,KB-16585,Ken Black,Corporate,United States,Hialeah,Florida,South,Furniture,1013.832,9,0.2,101.3832,,
4505,US-2011-138247,12/24/2011,12/29/2011,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,West,Office Supplies,361.96,2,0,101.3488,,
1797,US-2014-139465,8/28/2014,8/31/2014,First Class,MR-17545,Mathew Reese,Home Office,United States,New York City,New York,East,Technology,347.97,3,0,100.9113,,
8064,CA-2013-132997,11-08-2013,11-10-2013,First Class,LW-17215,Luke Weiss,Consumer,United States,Rochester,New York,East,Technology,359.97,3,0,100.7916,,
7387,CA-2013-105732,9/14/2013,9/19/2013,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,Central,Office Supplies,373.08,6,0,100.7316,,
9064,US-2011-151015,10/14/2011,10/20/2011,Standard Class,BD-11500,Bradley Drucker,Consumer,United States,Chicago,Illinois,Central,Office Supplies,322.192,13,0.2,100.685,,
1646,CA-2012-111829,3/19/2012,3/20/2012,First Class,FH-14365,Fred Hopkins,Corporate,United States,Seattle,Washington,West,Office Supplies,209.7,2,0,100.656,,
4240,CA-2014-158673,12/30/2014,01-05-2015,Standard Class,KB-16600,Ken Brennan,Corporate,United States,Grand Rapids,Michigan,Central,Office Supplies,209.7,2,0,100.656,,
9911,US-2012-129007,9/13/2012,9/15/2012,First Class,KD-16615,Ken Dana,Corporate,United States,Anaheim,California,West,Office Supplies,209.7,2,0,100.656,,
2744,CA-2012-140144,6/20/2012,6/25/2012,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,San Francisco,California,West,Furniture,257.64,6,0,100.4796,,
3712,CA-2014-113670,10/16/2014,10/18/2014,First Class,RS-19765,Roland Schwarz,Corporate,United States,Los Angeles,California,West,Office Supplies,204.95,5,0,100.4255,,
8118,US-2014-113201,07-01-2014,07-06-2014,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Los Angeles,California,West,Office Supplies,204.95,5,0,100.4255,,
9814,CA-2013-117583,11/28/2013,12-01-2013,First Class,CB-12025,Cassandra Brandow,Consumer,United States,East Orange,New Jersey,East,Office Supplies,204.95,5,0,100.4255,,
2221,CA-2014-130841,7/29/2014,08-02-2014,Standard Class,MH-17620,Matt Hagelstein,Corporate,United States,San Francisco,California,West,Technology,1145.6,4,0.2,100.24,,
2857,CA-2013-128594,8/27/2013,8/30/2013,First Class,DJ-13510,Don Jones,Corporate,United States,San Diego,California,West,Furniture,1603.136,4,0.2,100.196,,
5870,CA-2013-152247,11-08-2013,11/13/2013,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Cheyenne,Wyoming,West,Furniture,1603.136,4,0.2,100.196,,
9724,CA-2011-101364,12/22/2011,12/26/2011,Standard Class,TW-21025,Tamara Willingham,Home Office,United States,New York City,New York,East,Office Supplies,296.712,13,0.2,100.1403,,
1158,CA-2011-136567,12/20/2011,12/21/2011,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,South,Furniture,455.1,2,0,100.122,,
4731,US-2012-103996,3/29/2012,3/31/2012,Second Class,RB-19435,Richard Bierner,Consumer,United States,San Diego,California,West,Office Supplies,212.64,6,0,99.9408,,
7100,CA-2012-124933,12/26/2012,12/30/2012,Second Class,DF-13135,David Flashing,Consumer,United States,New York City,New York,East,Office Supplies,212.64,6,0,99.9408,,
6921,CA-2014-121706,2/27/2014,03-03-2014,Standard Class,BM-11140,Becky Martin,Consumer,United States,Santa Barbara,California,West,Office Supplies,356.79,7,0,99.9012,,
803,CA-2013-136133,8/19/2013,8/24/2013,Second Class,HW-14935,Helen Wasserman,Corporate,United States,New York City,New York,East,Office Supplies,355.32,9,0,99.4896,,
2660,CA-2012-135538,12/24/2012,12/28/2012,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Gilbert,Arizona,West,Furniture,883.84,4,0.2,99.432,,
6709,CA-2012-123141,11/14/2012,11/19/2012,Standard Class,GZ-14470,Gary Zandusky,Consumer,United States,Rio Rancho,New Mexico,West,Furniture,883.84,4,0.2,99.432,,
6711,CA-2013-149503,12-10-2013,12/13/2013,First Class,SP-20650,Stephanie Phelps,Corporate,United States,Stockton,California,West,Office Supplies,273.92,8,0.2,99.296,,
1621,CA-2014-108560,07-09-2014,7/16/2014,Standard Class,JC-15385,Jenna Caffey,Consumer,United States,Kent,Washington,West,Furniture,198.46,2,0,99.23,,
3748,CA-2014-161956,8/28/2014,8/30/2014,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,West,Furniture,198.46,2,0,99.23,,
7705,CA-2013-114601,8/27/2013,09-03-2013,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Detroit,Michigan,Central,Furniture,447.84,4,0,98.5248,,
9566,CA-2011-130428,3/31/2011,3/31/2011,Same Day,TG-21640,Trudy Glocke,Consumer,United States,Tampa,Florida,South,Furniture,1125.488,7,0.2,98.4802,,
2860,CA-2014-138975,5/20/2014,5/24/2014,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,South,Technology,377.97,3,0,98.2722,,
9883,CA-2011-153927,08-12-2011,8/13/2011,First Class,LL-16840,Lauren Leatherbury,Consumer,United States,Woodstock,Georgia,South,Technology,272.61,13,0,98.1396,,
6769,CA-2011-109302,08-12-2011,8/16/2011,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,Lakewood,New Jersey,East,Office Supplies,196.21,7,0,98.105,,
4652,CA-2014-150987,04-09-2014,4/13/2014,Standard Class,AH-10120,Adrian Hane,Home Office,United States,San Francisco,California,West,Office Supplies,195.76,4,0,97.88,,
1921,US-2014-111423,8/18/2014,8/20/2014,First Class,EH-13765,Edward Hooks,Corporate,United States,Watertown,New York,East,Furniture,462.564,2,0.1,97.6524,,
3995,CA-2012-105627,03-08-2012,03-12-2012,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,Central,Furniture,512.94,3,0,97.4586,,
7607,CA-2013-101791,5/28/2013,06-01-2013,Standard Class,BS-11665,Brian Stugart,Consumer,United States,Chicago,Illinois,Central,Office Supplies,1297.368,9,0.2,97.3026,,
8578,CA-2014-146164,12/23/2014,12/27/2014,Standard Class,CM-12190,Charlotte Melton,Consumer,United States,Rochester,Minnesota,Central,Furniture,607.52,2,0,97.2032,,
5436,CA-2012-160171,10/19/2012,10/24/2012,Standard Class,RM-19675,Robert Marley,Home Office,United States,Los Angeles,California,West,Technology,270,3,0,97.2,,
2392,US-2012-127040,12-06-2012,12-10-2012,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,East,Technology,1619.91,9,0,97.1946,,
3533,CA-2011-110849,4/18/2011,4/23/2011,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,West,Technology,287.968,4,0.2,97.1892,,
9324,CA-2014-121853,9/24/2014,9/30/2014,Standard Class,DB-13660,Duane Benoit,Consumer,United States,Los Angeles,California,West,Office Supplies,211.04,8,0,97.0784,,
6930,CA-2013-140382,6/24/2013,6/26/2013,Second Class,RD-19900,Ruben Dartt,Consumer,United States,San Francisco,California,West,Technology,862.344,7,0.2,97.0137,,
9894,US-2013-115441,7/26/2013,7/29/2013,Second Class,SH-19975,Sally Hughsby,Corporate,United States,Milwaukee,Wisconsin,Central,Furniture,403.56,4,0,96.8544,,
3749,CA-2014-161956,8/28/2014,8/30/2014,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,West,Office Supplies,321.92,4,0,96.576,,
8863,CA-2012-125934,09-11-2012,9/18/2012,Standard Class,SN-20560,Skye Norling,Home Office,United States,Paterson,New Jersey,East,Office Supplies,209.6,4,0,96.416,,
1674,CA-2012-150560,12-11-2012,12-12-2012,First Class,SW-20455,Shaun Weien,Consumer,United States,Suffolk,Virginia,South,Office Supplies,196.62,2,0,96.3438,,
6316,CA-2011-100762,11/24/2011,11/29/2011,Standard Class,NG-18355,Nat Gilpin,Corporate,United States,Jackson,Michigan,Central,Office Supplies,196.62,2,0,96.3438,,
6489,CA-2012-120621,3/21/2012,3/26/2012,Standard Class,JW-16075,Julia West,Consumer,United States,Jacksonville,North Carolina,South,Office Supplies,295.456,14,0.2,96.0232,,
9831,CA-2011-113257,12/16/2011,12/18/2011,Second Class,SC-20305,Sean Christensen,Consumer,United States,Beaumont,Texas,Central,Technology,319.968,4,0.2,95.9904,,
6092,CA-2014-100111,9/21/2014,9/27/2014,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,East,Technology,212.8,2,0,95.76,,
2273,CA-2012-142944,03-06-2012,03-11-2012,Standard Class,JL-15850,John Lucas,Consumer,United States,San Francisco,California,West,Furniture,435.26,7,0,95.7572,,
1246,CA-2011-168494,12-12-2011,12/14/2011,Second Class,NP-18700,Nora Preis,Consumer,United States,Fresno,California,West,Furniture,764.688,6,0.2,95.586,,
2598,CA-2014-149048,5/14/2014,5/18/2014,Standard Class,BM-11650,Brian Moss,Corporate,United States,Columbus,Indiana,Central,Office Supplies,530.34,2,0,95.4612,,
2417,CA-2014-168655,10/13/2014,10/19/2014,Standard Class,ML-18040,Michelle Lonsdale,Corporate,United States,Albuquerque,New Mexico,West,Technology,595,5,0,95.2,,
8158,CA-2013-103464,11/19/2013,11/23/2013,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,San Diego,California,West,Technology,595,5,0,95.2,,
9140,CA-2011-106971,09-02-2011,09-08-2011,Standard Class,BM-11785,Bryan Mills,Consumer,United States,Buffalo Grove,Illinois,Central,Technology,475.944,7,0.2,95.1888,,
3329,CA-2011-165309,11-11-2011,11/15/2011,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Houston,Texas,Central,Office Supplies,262.336,8,0.2,95.0968,,
4016,CA-2012-165624,8/23/2012,8/28/2012,Standard Class,FH-14350,Fred Harton,Consumer,United States,Atlanta,Georgia,South,Office Supplies,193.8,5,0,94.962,,
9638,CA-2011-124702,11/18/2011,11/25/2011,Standard Class,MH-17785,Maya Herman,Corporate,United States,Seattle,Washington,West,Furniture,730.2,4,0,94.926,,
2729,CA-2014-119193,12/23/2014,12/25/2014,First Class,SK-19990,Sally Knutson,Consumer,United States,Toledo,Ohio,East,Technology,629.958,7,0.4,94.4937,,
2736,CA-2012-115798,11/13/2012,11/19/2012,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,East,Technology,377.97,3,0,94.4925,,
3662,CA-2013-155005,6/14/2013,6/16/2013,Second Class,SC-20050,Sample Company A,Home Office,United States,Jackson,Michigan,Central,Technology,377.97,3,0,94.4925,,
8772,CA-2014-115882,9/15/2014,9/18/2014,First Class,DB-13555,Dorothy Badders,Corporate,United States,Raleigh,North Carolina,South,Office Supplies,942.784,4,0.2,94.2784,,
2794,CA-2011-154599,04-12-2011,4/17/2011,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,West,Technology,1075.088,14,0.2,94.0702,,
7756,CA-2014-100902,11/18/2014,11/22/2014,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,Charlotte,North Carolina,South,Office Supplies,268.24,7,0.2,93.884,,
4198,US-2013-161683,12-04-2013,12-09-2013,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,394.816,4,0.2,93.7688,,
3727,CA-2013-165169,06-06-2013,06-12-2013,Standard Class,JL-15235,Janet Lee,Consumer,United States,Newark,Delaware,East,Office Supplies,360.38,2,0,93.6988,,
5976,CA-2014-102155,7/14/2014,7/18/2014,Standard Class,RR-19525,Rick Reed,Corporate,United States,Overland Park,Kansas,Central,Office Supplies,360.38,2,0,93.6988,,
6240,CA-2012-134075,12-12-2012,12/16/2012,Standard Class,HA-14905,Helen Abelman,Consumer,United States,San Jose,California,West,Office Supplies,360.38,2,0,93.6988,,
3354,US-2011-150434,7/19/2011,7/24/2011,Standard Class,CA-12310,Christine Abelman,Corporate,United States,Bristol,Connecticut,East,Technology,359.98,2,0,93.5948,,
6268,CA-2012-115392,10-01-2012,10-04-2012,Second Class,RM-19675,Robert Marley,Home Office,United States,Cambridge,Massachusetts,East,Technology,311.98,2,0,93.594,,
6330,CA-2011-167927,1/21/2011,1/27/2011,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,Central,Office Supplies,247.716,4,0.1,93.5816,,
2371,CA-2014-155152,07-08-2014,07-10-2014,Second Class,MP-17965,Michael Paige,Corporate,United States,Warwick,Rhode Island,East,Technology,252,4,0,93.24,,
981,CA-2013-144939,10-04-2013,10-09-2013,Standard Class,EB-13870,Emily Burns,Consumer,United States,New York City,New York,East,Furniture,599.292,6,0.1,93.2232,,
3663,US-2014-129777,07-04-2014,07-10-2014,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Quincy,Massachusetts,East,Technology,258.9,10,0,93.204,,
1984,CA-2011-164721,11/25/2011,11/27/2011,Second Class,LW-16825,Laurel Workman,Corporate,United States,Brentwood,California,West,Office Supplies,320.88,6,0,93.0552,,
4859,CA-2012-137526,1/13/2012,1/17/2012,Standard Class,PB-19150,Philip Brown,Consumer,United States,Los Angeles,California,West,Furniture,464.85,9,0,92.97,,
8880,US-2012-107944,3/23/2012,3/25/2012,First Class,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,West,Office Supplies,192.72,11,0,92.5056,,
1912,CA-2014-121503,07-04-2014,07-07-2014,Second Class,FH-14275,Frank Hawley,Corporate,United States,Houston,Texas,Central,Office Supplies,273.896,7,0.2,92.4399,,
5671,CA-2012-141012,06-09-2012,06-11-2012,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Pocatello,Idaho,West,Furniture,355.36,4,0,92.3936,,
5460,CA-2014-116680,09-05-2014,09-07-2014,Second Class,PK-19075,Pete Kriz,Consumer,United States,San Francisco,California,West,Furniture,1478.272,8,0.2,92.392,,
272,CA-2012-155334,7/30/2012,7/31/2012,First Class,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,West,Technology,209.93,7,0,92.3692,,
2708,CA-2014-155873,6/17/2014,6/22/2014,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Carlsbad,New Mexico,West,Office Supplies,192.16,4,0,92.2368,,
5880,CA-2013-133319,09-06-2013,09-12-2013,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,New York City,New York,East,Office Supplies,192.16,4,0,92.2368,,
8255,CA-2014-152310,8/13/2014,8/20/2014,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Seattle,Washington,West,Office Supplies,192.16,4,0,92.2368,,
1005,CA-2012-126445,8/27/2012,8/31/2012,Standard Class,RA-19945,Ryan Akin,Consumer,United States,Murrieta,California,West,Office Supplies,484.65,3,0,92.0835,,
9483,CA-2012-158351,6/20/2012,6/24/2012,Second Class,BC-11125,Becky Castell,Home Office,United States,Philadelphia,Pennsylvania,East,Technology,319.984,2,0.2,91.9954,,
968,CA-2014-135279,04-10-2014,04-12-2014,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,East,Office Supplies,191.6,4,0,91.968,,
5003,CA-2013-136126,5/25/2013,5/25/2013,Same Day,EH-14125,Eugene Hildebrand,Home Office,United States,Newport News,Virginia,South,Office Supplies,191.6,4,0,91.968,,
4810,CA-2012-151589,12/27/2012,12/30/2012,First Class,RE-19450,Richard Eichhorn,Consumer,United States,Eau Claire,Wisconsin,Central,Office Supplies,195.64,4,0,91.9508,,
5053,US-2014-120607,5/20/2014,5/20/2014,Same Day,JC-15775,John Castell,Consumer,United States,Atlanta,Georgia,South,Office Supplies,195.64,4,0,91.9508,,
7678,CA-2011-133592,12/31/2011,01-07-2012,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Providence,Rhode Island,East,Office Supplies,195.64,4,0,91.9508,,
2880,CA-2013-152072,1/15/2013,1/19/2013,Standard Class,Dp-13240,Dean percer,Home Office,United States,Westfield,New Jersey,East,Technology,254.97,3,0,91.7892,,
6867,US-2013-126452,8/22/2013,8/29/2013,Standard Class,SC-20230,Scot Coram,Corporate,United States,Los Angeles,California,West,Technology,254.97,3,0,91.7892,,
598,CA-2011-131450,08-08-2011,8/15/2011,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,West,Furniture,327.76,8,0,91.7728,,
6291,US-2012-139675,3/13/2012,3/18/2012,Second Class,NF-18595,Nicole Fjeld,Home Office,United States,Chico,California,West,Furniture,327.76,8,0,91.7728,,
8360,CA-2011-110555,04-11-2011,4/18/2011,Standard Class,MM-18055,Michelle Moray,Consumer,United States,Great Falls,Montana,West,Technology,217.44,6,0,91.3248,,
4852,CA-2011-107818,09-08-2011,9/14/2011,Standard Class,MC-17275,Marc Crier,Consumer,United States,Pasco,Washington,West,Office Supplies,303.84,8,0,91.152,,
8226,CA-2014-104136,11-02-2014,11-05-2014,Second Class,SF-20065,Sandra Flanagan,Consumer,United States,Everett,Massachusetts,East,Office Supplies,189.7,10,0,91.056,,
7770,CA-2013-155978,08-02-2013,08-02-2013,Same Day,TS-21205,Thomas Seio,Corporate,United States,Riverside,California,West,Technology,1039.728,2,0.2,90.9762,,
2258,CA-2014-105214,6/17/2014,6/20/2014,First Class,TS-21610,Troy Staebel,Consumer,United States,San Francisco,California,West,Furniture,1212.96,7,0.2,90.972,,
3141,CA-2012-112557,4/25/2012,4/28/2012,First Class,JL-15850,John Lucas,Consumer,United States,New York City,New York,East,Office Supplies,206.43,3,0,90.8292,,
1160,CA-2014-147039,6/30/2014,07-05-2014,Standard Class,AA-10315,Alex Avila,Consumer,United States,Minneapolis,Minnesota,Central,Office Supplies,362.94,3,0,90.735,,
9550,CA-2013-131744,6/19/2013,6/21/2013,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,453.6,3,0.2,90.72,,
8,CA-2011-115812,06-09-2011,6/14/2011,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,West,Technology,907.152,6,0.2,90.7152,ates,more
9745,CA-2014-141782,1/22/2014,1/26/2014,Standard Class,BE-11410,Bobby Elias,Consumer,United States,Aurora,Illinois,Central,Office Supplies,268.576,4,0.2,90.6444,,
830,CA-2014-129462,6/17/2014,6/22/2014,Second Class,JE-15745,Joel Eaton,Consumer,United States,Florence,Kentucky,South,Furniture,301.96,2,0,90.588,,
1043,CA-2013-102981,09-07-2013,09-10-2013,Second Class,MO-17500,Mary O'Rourke,Consumer,United States,New York City,New York,East,Furniture,722.352,3,0.2,90.294,,
4135,CA-2011-128839,09-08-2011,9/13/2011,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Chesapeake,Virginia,South,Technology,209.97,3,0,90.2871,,
8254,CA-2014-152310,8/13/2014,8/20/2014,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Seattle,Washington,West,Technology,299.99,1,0,89.997,,
4573,CA-2014-126662,7/18/2014,7/22/2014,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Los Angeles,California,West,Technology,479.984,2,0.2,89.997,,
7037,CA-2011-124618,05-02-2011,05-04-2011,Second Class,CS-11860,Cari Schnelling,Consumer,United States,Lakeland,Florida,South,Technology,479.984,2,0.2,89.997,,
8571,CA-2013-162390,12-07-2013,12/13/2013,Standard Class,DP-13105,Dave Poirier,Corporate,United States,Hempstead,New York,East,Technology,479.984,2,0.2,89.997,,
7095,US-2012-153374,02-09-2012,2/13/2012,Second Class,JF-15565,Jill Fjeld,Consumer,United States,Decatur,Illinois,Central,Technology,479.952,6,0.2,89.991,,
6275,US-2013-139087,7/18/2013,7/23/2013,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,West,Technology,428.4,3,0,89.964,,
4400,CA-2013-131737,3/18/2013,3/18/2013,Same Day,GZ-14470,Gary Zandusky,Consumer,United States,Columbia,Maryland,East,Office Supplies,199.9,5,0,89.955,,
7097,CA-2013-101980,8/20/2013,8/21/2013,First Class,RP-19390,Resi Pölking,Consumer,United States,New York City,New York,East,Office Supplies,276.784,2,0.2,89.9548,,
8067,CA-2013-132997,11-08-2013,11-10-2013,First Class,LW-17215,Luke Weiss,Consumer,United States,Rochester,New York,East,Office Supplies,276.784,2,0.2,89.9548,,
9086,CA-2013-126102,09-11-2013,9/13/2013,Second Class,DV-13465,Dianna Vittorini,Consumer,United States,Los Angeles,California,West,Office Supplies,276.784,2,0.2,89.9548,,
9597,CA-2014-104619,1/25/2014,1/30/2014,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,West,Office Supplies,276.784,2,0.2,89.9548,,
7855,CA-2014-135587,12-08-2014,12/13/2014,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Hattiesburg,Mississippi,South,Office Supplies,320.64,4,0,89.7792,,
3859,CA-2011-140816,12/20/2011,12/20/2011,Same Day,TC-21295,Toby Carlisle,Consumer,United States,Thornton,Colorado,West,Technology,447.944,7,0.2,89.5888,,
8556,CA-2012-117884,3/22/2012,3/22/2012,Same Day,DC-13285,Debra Catini,Consumer,United States,Plantation,Florida,South,Technology,447.944,7,0.2,89.5888,,
714,US-2014-100048,5/20/2014,5/25/2014,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Mount Vernon,New York,East,Technology,307.98,2,0,89.3142,,
1580,CA-2012-131338,08-09-2012,08-12-2012,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,East,Technology,307.98,2,0,89.3142,,
8163,CA-2012-120915,9/28/2012,10-03-2012,Second Class,JJ-15445,Jennifer Jackson,Consumer,United States,New York City,New York,East,Technology,307.98,2,0,89.3142,,
8815,CA-2012-144274,11/23/2012,11/25/2012,Second Class,PW-19240,Pierre Wener,Consumer,United States,Wilmington,Delaware,East,Technology,307.98,2,0,89.3142,,
6046,CA-2012-113215,09-03-2012,09-08-2012,Standard Class,CP-12085,Cathy Prescott,Corporate,United States,Tucson,Arizona,West,Furniture,238.152,3,0.2,89.307,,
1191,CA-2014-117212,2/27/2014,03-01-2014,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,West,Furniture,892.224,3,0.2,89.2224,,
7646,CA-2012-161452,04-05-2012,04-11-2012,Standard Class,CA-11965,Carol Adams,Corporate,United States,Los Angeles,California,West,Furniture,892.224,3,0.2,89.2224,,
2939,US-2013-169040,12-07-2013,12/13/2013,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,West,Office Supplies,189.7,5,0,89.159,,
4717,CA-2014-143126,12-04-2014,12-08-2014,Second Class,CM-12655,Corinna Mitchell,Home Office,United States,Seattle,Washington,West,Furniture,521.96,2,0,88.7332,,
6151,US-2013-106600,04-09-2013,04-12-2013,First Class,RM-19375,Raymond Messe,Consumer,United States,Columbus,Georgia,South,Furniture,354.9,5,0,88.725,,
8333,CA-2013-153269,03-10-2013,3/13/2013,First Class,PS-18760,Pamela Stobb,Consumer,United States,Andover,Massachusetts,East,Furniture,354.9,5,0,88.725,,
5501,CA-2014-164378,7/16/2014,7/19/2014,Second Class,MM-18055,Michelle Moray,Consumer,United States,New York City,New York,East,Furniture,664.146,6,0.1,88.5528,,
7453,CA-2014-105669,9/18/2014,9/23/2014,Second Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Houston,Texas,Central,Technology,1415.76,6,0.2,88.485,,
3412,CA-2013-100244,9/21/2013,9/25/2013,Standard Class,GM-14695,Greg Maxwell,Corporate,United States,San Francisco,California,West,Office Supplies,271.984,2,0.2,88.3948,,
7671,CA-2012-130974,11/27/2012,11/29/2012,Second Class,MA-17560,Matt Abelman,Home Office,United States,Everett,Massachusetts,East,Technology,259.98,2,0,88.3932,,
7631,CA-2011-162089,3/30/2011,04-01-2011,First Class,MP-17470,Mark Packer,Home Office,United States,Brownsville,Texas,Central,Technology,251.944,7,0.2,88.1804,,
3067,CA-2014-106859,3/14/2014,3/19/2014,Second Class,BF-11215,Benjamin Farhat,Home Office,United States,Albuquerque,New Mexico,West,Technology,214.95,5,0,88.1295,,
1284,CA-2014-122154,04-10-2014,04-12-2014,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Jacksonville,Florida,South,Office Supplies,251.64,3,0.2,88.074,,
3798,CA-2014-121314,9/24/2014,9/27/2014,First Class,BE-11410,Bobby Elias,Consumer,United States,Miami,Florida,South,Office Supplies,251.64,3,0.2,88.074,,
9632,CA-2013-168844,06-01-2013,06-07-2013,Standard Class,NM-18520,Neoma Murray,Consumer,United States,New York City,New York,East,Technology,179.7,6,0,88.053,,
1631,CA-2013-106530,05-09-2013,05-09-2013,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio,East,Office Supplies,1006.056,3,0.2,88.0299,,
474,CA-2011-144666,11-09-2011,11-11-2011,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,San Francisco,California,West,Technology,703.968,4,0.2,87.996,,
8421,CA-2014-118199,05-10-2014,05-12-2014,First Class,LB-16795,Laurel Beltran,Home Office,United States,Seattle,Washington,West,Technology,199.98,2,0,87.9912,,
7997,US-2014-105998,11-04-2014,11-06-2014,First Class,CR-12580,Clay Rozendal,Home Office,United States,San Diego,California,West,Technology,199.75,5,0,87.89,,
8160,CA-2013-120803,03-10-2013,3/14/2013,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Milford,Connecticut,East,Technology,199.75,5,0,87.89,,
8280,CA-2014-146192,4/23/2014,4/27/2014,Standard Class,BD-11725,Bruce Degenhardt,Consumer,United States,Columbus,Georgia,South,Office Supplies,675.06,3,0,87.7578,,
786,CA-2012-154921,5/23/2012,5/28/2012,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbia,South Carolina,South,Office Supplies,186.69,3,0,87.7443,,
4451,CA-2012-121965,6/19/2012,6/23/2012,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,West,Office Supplies,186.69,3,0,87.7443,,
623,CA-2012-138009,11/29/2012,12-03-2012,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,Central,Furniture,301.96,2,0,87.5684,,
5448,US-2013-127425,8/27/2013,09-01-2013,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,New York City,New York,East,Technology,249.95,5,0,87.4825,,
2979,CA-2011-109232,1/14/2011,1/17/2011,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,Mount Pleasant,South Carolina,South,Furniture,545.94,6,0,87.3504,,
7636,US-2014-158526,12/30/2014,01-02-2015,Second Class,KH-16360,Katherine Hughes,Consumer,United States,Louisville,Kentucky,South,Furniture,300.98,1,0,87.2842,,
9942,CA-2014-164028,11/25/2014,12-01-2014,Standard Class,JL-15835,John Lee,Consumer,United States,San Francisco,California,West,Technology,223.58,14,0,87.1962,,
